0.000000000000000000e+00,1.555000000000000071e+01,5.500000000000000444e-01,7.000000000000000000e+00
5.000000000000000000e-01,1.555000000000000071e+01,5.500000000000000444e-01,6.872082799253687924e+00
1.000000000000000000e+00,1.555000000000000071e+01,5.500000000000000444e-01,6.966075670643354201e+00
1.500000000000000000e+00,1.555000000000000071e+01,5.500000000000000444e-01,7.017388630153189588e+00
2.000000000000000000e+00,1.555000000000000071e+01,5.500000000000000444e-01,7.032475344047798060e+00
2.500000000000000000e+00,1.555000000000000071e+01,5.500000000000000444e-01,7.047839648918630573e+00
3.000000000000000000e+00,1.555000000000000071e+01,5.500000000000000444e-01,6.994991450187724169e+00
3.500000000000000000e+00,1.555000000000000071e+01,5.500000000000000444e-01,6.936753496410627662e+00
4.000000000000000000e+00,1.555000000000000071e+01,5.500000000000000444e-01,6.922573401674851468e+00
4.500000000000000000e+00,1.555000000000000071e+01,5.500000000000000444e-01,7.039023673570095951e+00
5.000000000000000000e+00,1.961686962438547610e+01,5.500000000000000444e-01,6.963130970418911048e+00
5.500000000000000000e+00,2.248095250791202915e+01,5.500000000000000444e-01,6.925833014186030034e+00
6.000000000000000000e+00,2.332498820220911639e+01,5.500000000000000444e-01,7.042408870010587130e+00
6.500000000000000000e+00,2.332500000000000284e+01,5.500000000000000444e-01,7.142425813729752271e+00
7.000000000000000000e+00,2.332499990799436418e+01,5.500000000000000444e-01,7.080171303946333872e+00
7.500000000000000000e+00,2.331981872824503199e+01,5.500000000000000444e-01,7.175436829952153595e+00
8.000000000000000000e+00,2.332030716825021699e+01,5.500000000000000444e-01,6.994051512776762181e+00
8.500000000000000000e+00,2.332499624633789281e+01,5.500000000000000444e-01,7.193458332327610449e+00
9.000000000000000000e+00,2.332492309372425865e+01,5.500000000000000444e-01,7.253034657779061867e+00
9.500000000000000000e+00,2.332486996661045708e+01,5.500000000000000444e-01,7.080500889496148531e+00
1.000000000000000000e+01,2.332498660614426456e+01,5.500000000000000444e-01,7.159927969844870788e+00
1.050000000000000000e+01,2.332498376008445362e+01,5.500000000000000444e-01,7.237980319700771048e+00
1.100000000000000000e+01,2.332483980879148078e+01,5.500000000000000444e-01,7.313405308656939496e+00
1.150000000000000000e+01,2.332489794271538841e+01,5.500000000000000444e-01,7.254101038156036019e+00
1.200000000000000000e+01,2.332490335500839862e+01,5.500000000000000444e-01,7.380177802744063875e+00
1.250000000000000000e+01,2.332491053084277510e+01,5.500000000000000444e-01,7.408620817871146791e+00
1.300000000000000000e+01,2.332489669412291633e+01,5.500000000000000444e-01,7.394826252934753263e+00
1.350000000000000000e+01,2.332475296111341123e+01,5.500000000000000444e-01,7.543773182550063794e+00
1.400000000000000000e+01,2.332474501665805988e+01,5.500000000000000444e-01,7.567097450804177505e+00
1.450000000000000000e+01,2.332470360311275215e+01,5.500000000000000444e-01,7.511833384359404953e+00
1.500000000000000000e+01,2.332500000000000284e+01,5.500000000000000444e-01,7.720445539266667545e+00
1.550000000000000000e+01,2.332476006125090606e+01,5.500000000000000444e-01,7.805863240221914801e+00
1.600000000000000000e+01,2.332454089740338077e+01,5.500000000000000444e-01,7.853354092125740316e+00
1.650000000000000000e+01,2.332455592781490950e+01,5.500000000000000444e-01,8.005508882362656564e+00
1.700000000000000000e+01,2.332389539176569215e+01,5.500000000000000444e-01,8.007348703069189000e+00
1.750000000000000000e+01,2.331898964802025986e+01,5.500000000000000444e-01,8.146924900010821702e+00
1.800000000000000000e+01,2.330459129242867178e+01,5.500000000000000444e-01,8.261685688321851018e+00
1.850000000000000000e+01,2.193641588915599883e+01,5.500000000000000444e-01,8.280254774736517831e+00
1.900000000000000000e+01,1.981706332306620766e+01,5.500000000000000444e-01,8.498542777793170799e+00
1.950000000000000000e+01,1.661472893496790348e+01,5.500000000000000444e-01,8.580832076856509616e+00
2.000000000000000000e+01,1.334057537304161656e+01,5.500000000000000444e-01,8.442456715274037293e+00
2.050000000000000000e+01,1.182641535933938037e+01,5.500000000000000444e-01,8.470701396766203928e+00
2.100000000000000000e+01,1.158850139038150218e+01,5.500000000000000444e-01,8.266824939683226958e+00
2.150000000000000000e+01,1.158850170544534031e+01,5.500000000000000444e-01,8.363535322768447244e+00
2.200000000000000000e+01,1.156035260063517534e+01,5.500000000000000444e-01,8.234205396162659341e+00
2.250000000000000000e+01,1.136554790241833679e+01,5.500000000000000444e-01,8.052491145131515538e+00
2.300000000000000000e+01,1.136555221712722208e+01,5.500000000000000444e-01,8.091578674411387340e+00
2.350000000000000000e+01,1.136557623905654779e+01,5.500000000000000444e-01,7.981298206182763089e+00
2.400000000000000000e+01,1.158249593911712694e+01,5.500000000000000444e-01,7.956490366695787131e+00
2.450000000000000000e+01,1.190994743677260104e+01,5.500000000000000444e-01,7.855875593115624334e+00
2.500000000000000000e+01,1.245891553718496780e+01,5.500000000000000444e-01,7.791963055969230112e+00
2.550000000000000000e+01,1.378684387494333485e+01,5.500000000000000444e-01,7.739030895194593640e+00
2.600000000000000000e+01,1.557215266693130928e+01,5.500000000000000444e-01,7.698222977881348683e+00
2.650000000000000000e+01,1.693458565333408572e+01,5.500000000000000444e-01,7.622098852544283432e+00
2.700000000000000000e+01,1.825946136001606845e+01,5.500000000000000444e-01,7.657853924962894965e+00
2.750000000000000000e+01,1.842953385394481103e+01,5.500000000000000444e-01,7.692210708959557053e+00
2.800000000000000000e+01,1.866570487576668569e+01,5.500000000000000444e-01,7.781066443781887720e+00
2.850000000000000000e+01,1.866565538218926790e+01,5.500000000000000444e-01,7.734735979235575876e+00
2.900000000000000000e+01,1.866548870406585436e+01,5.500000000000000444e-01,7.848113871946879705e+00
2.950000000000000000e+01,1.888529454900517379e+01,5.500000000000000444e-01,7.865526887597227734e+00
3.000000000000000000e+01,1.897153476039169462e+01,5.500000000000000444e-01,7.925101678116172721e+00
3.050000000000000000e+01,1.924159753565781372e+01,5.500000000000000444e-01,7.874295886554931734e+00
3.100000000000000000e+01,1.938243622983617342e+01,5.500000000000000444e-01,7.997322356169050295e+00
3.150000000000000000e+01,1.938238254588275922e+01,5.500000000000000444e-01,7.964568005045983057e+00
3.200000000000000000e+01,1.938237428534313977e+01,5.500000000000000444e-01,8.051680701704947651e+00
3.250000000000000000e+01,1.924937806874980950e+01,5.500000000000000444e-01,8.065229839028871694e+00
3.300000000000000000e+01,1.900746420805555559e+01,5.500000000000000444e-01,8.113710263768236786e+00
3.350000000000000000e+01,1.866170509144215472e+01,5.500000000000000444e-01,8.042310538362450245e+00
3.400000000000000000e+01,1.830927361990830349e+01,5.500000000000000444e-01,8.156579682249864405e+00
3.450000000000000000e+01,1.785216417360624774e+01,5.500000000000000444e-01,8.111110420686101108e+00
3.500000000000000000e+01,1.714223908296236587e+01,5.500000000000000444e-01,8.315487116997513084e+00
3.550000000000000000e+01,1.586410547853469843e+01,5.500000000000000444e-01,8.291755489879136576e+00
3.600000000000000000e+01,1.441624283402608597e+01,5.500000000000000444e-01,8.244327579516514959e+00
3.650000000000000000e+01,1.349479618970003614e+01,5.500000000000000444e-01,8.115100815360543507e+00
3.700000000000000000e+01,1.355244156904779196e+01,5.500000000000000444e-01,7.962523173259870468e+00
3.750000000000000000e+01,1.355245637237228351e+01,5.500000000000000444e-01,8.078223675703076978e+00
3.800000000000000000e+01,1.361190370320628418e+01,5.500000000000000444e-01,8.068352182285137175e+00
3.850000000000000000e+01,1.368090874791256617e+01,5.500000000000000444e-01,8.065403792233816205e+00
3.900000000000000000e+01,1.374086811110407780e+01,5.500000000000000444e-01,7.905188773191868634e+00
3.950000000000000000e+01,1.392676284365308703e+01,5.500000000000000444e-01,7.876780629890344443e+00
4.000000000000000000e+01,1.461191874887425080e+01,5.500000000000000444e-01,7.963976571534859161e+00
4.050000000000000000e+01,1.539711857702677023e+01,5.500000000000000444e-01,7.814818906543773203e+00
4.100000000000000000e+01,1.611368303193112439e+01,5.500000000000000444e-01,7.831177994666194131e+00
4.150000000000000000e+01,1.683947745959256537e+01,5.500000000000000444e-01,7.853021722598456655e+00
4.200000000000000000e+01,1.692375720946781215e+01,5.500000000000000444e-01,7.929156430329756589e+00
4.250000000000000000e+01,1.692376488212984142e+01,5.500000000000000444e-01,7.823545484706806441e+00
4.300000000000000000e+01,1.703505460134113747e+01,5.500000000000000444e-01,7.807699184176716045e+00
4.350000000000000000e+01,1.716842490817339240e+01,5.500000000000000444e-01,7.829753955629723983e+00
4.400000000000000000e+01,1.734226314677077241e+01,5.500000000000000444e-01,7.914437687862607262e+00
4.450000000000000000e+01,1.727391652945258826e+01,5.500000000000000444e-01,7.834547154883753528e+00
4.500000000000000000e+01,1.733804623188461136e+01,5.500000000000000444e-01,7.872051016608429208e+00
4.550000000000000000e+01,1.733804957302762162e+01,5.500000000000000444e-01,7.852147306890699952e+00
4.600000000000000000e+01,1.733786772794310593e+01,5.500000000000000444e-01,7.910954294860782277e+00
4.650000000000000000e+01,1.727050621825396348e+01,5.500000000000000444e-01,7.880743261352660234e+00
4.700000000000000000e+01,1.727051371894165754e+01,5.500000000000000444e-01,7.924151358293094027e+00
4.750000000000000000e+01,1.721423330491748160e+01,5.500000000000000444e-01,7.924303977880716054e+00
4.800000000000000000e+01,1.715334122189836208e+01,5.500000000000000444e-01,7.957412915350685623e+00
4.850000000000000000e+01,1.714080835779058987e+01,5.500000000000000444e-01,7.980010887986130896e+00
4.900000000000000000e+01,1.719063978175529428e+01,5.500000000000000444e-01,7.870102866140791242e+00
4.950000000000000000e+01,1.719064541128710033e+01,5.500000000000000444e-01,7.934921003025634079e+00
5.000000000000000000e+01,1.714007854970676092e+01,5.500000000000000444e-01,7.953820714422089821e+00
5.050000000000000000e+01,1.711570738988645246e+01,5.500000000000000444e-01,8.043359992396284852e+00
5.100000000000000000e+01,1.711570385795813820e+01,5.500000000000000444e-01,7.979087384031032570e+00
5.150000000000000000e+01,1.711568731706091739e+01,5.500000000000000444e-01,8.028406777184272869e+00
5.200000000000000000e+01,1.711544809697960545e+01,5.500000000000000444e-01,8.016106775459181932e+00
